"Applicant","Edu_Parent1","Edu_Parent2","Gender","White","Asian","HSGPA","SAT/ACT","College","College_GPA"
12697,6,5,"F",0,1,3.68,1290,"Business & Economics",2.887
12721,7,7,"M",0,0,2.83,1520,"Math & Science",3.137
12732,4,7,"M",1,0,4.21,1520,"Math & Science",3.888
12738,1,1,"F",0,1,3.62,1080,"Arts & Letters",2.912
12757,7,6,"M",1,0,3.71,1270,"Arts & Letters",3.925
12782,7,6,"F",1,0,3.83,1380,"Arts & Letters",3.138
12804,7,7,"M",1,0,3.67,1190,"Business & Economics",2.738
12816,3,5,"M",1,0,3.92,1030,"Business & Economics",3.084
12818,7,4,"M",1,0,3.44,1220,"Business & Economics",3.418
12819,3,3,"F",1,0,3.59,1370,"Business & Economics",3.298
12838,7,5,"M",0,0,3.5,1340,"Math & Science",2.644
12862,6,3,"M",0,0,3.6,1270,"Math & Science",3.028
12865,6,6,"F",1,0,3.86,1330,"Arts & Letters",3.206
12878,6,6,"F",1,0,3.57,1370,"Arts & Letters",3.629
12880,4,4,"F",0,0,4.18,1370,"Math & Science",3.138
12890,7,6,"F",1,0,3.59,1170,"Arts & Letters",3.075
12902,6,6,"M",1,0,4,1380,"Business & Economics",3.012
12940,7,7,"M",0,1,3.39,1320,"Business & Economics",2.399
12944,7,5,"M",1,0,3.23,1150,"Business & Economics",2.608
12956,7,6,"M",1,0,4.25,1170,"Math & Science",3.708
12971,6,7,"M",1,0,4.3,1170,"Business & Economics",1.65
13003,4,4,"M",1,0,3.44,1230,"Arts & Letters",3.164
13007,5,5,"F",1,0,4,1340,"Business & Economics",3.171
13009,6,5,"F",0,1,3.75,1440,"Math & Science",2.988
13016,6,2,"M",1,0,3.52,1070,"Business & Economics",2.682
13018,4,4,"F",1,0,3.21,1250,"Business & Economics",3.139
13023,6,4,"F",1,0,3.6,1370,"Math & Science",2.395
13024,7,7,"M",1,0,3.92,1430,"Arts & Letters",2.895
13044,6,4,"M",0,0,3.76,1340,"Arts & Letters",3.242
13058,6,7,"M",1,0,3.91,1270,"Business & Economics",2.774
13084,5,6,"F",0,1,3.53,1040,"Arts & Letters",2.798
13096,6,6,"F",1,0,3.95,1390,"Math & Science",2.745
13110,7,6,"F",1,0,3.79,1380,"Arts & Letters",3.329
13152,5,7,"F",1,0,4.15,1280,"Arts & Letters",3.475
13159,7,7,"F",0,0,3.5,1380,"Math & Science",2.637
13176,7,7,"F",1,0,4.09,1110,"Arts & Letters",3.835
13178,7,6,"M",1,0,3.42,1450,"Business & Economics",3.056
13185,6,5,"M",1,0,3.85,1280,"Arts & Letters",3.606
13188,6,6,"F",1,0,4,1140,"Math & Science",2.863
13191,6,6,"M",1,0,3.95,1240,"Math & Science",3.172
13205,6,6,"F",1,0,3.72,1430,"Arts & Letters",3.526
13223,4,7,"M",1,0,3.43,1220,"Business & Economics",3.141
13237,5,6,"F",1,0,4.05,1340,"Arts & Letters",3.165
13253,4,6,"F",1,0,3.92,1120,"Business & Economics",2.942
13257,7,6,"F",1,0,4.04,1270,"Business & Economics",2.94
13266,6,6,"F",0,1,3.85,1210,"Math & Science",3.003
13269,7,7,"F",0,0,3.84,1150,"Math & Science",3.9
13275,7,7,"F",1,0,4.26,1270,"Math & Science",3.159
13289,6,3,"F",1,0,3.68,1190,"Arts & Letters",3.458
13292,6,2,"M",0,0,3.64,1220,"Business & Economics",3.063
13295,1,1,"F",0,0,4.05,1110,"Arts & Letters",2.436
13299,3,4,"F",1,0,4.09,1340,"Business & Economics",3.365
13318,7,6,"F",1,0,3.15,1460,"Arts & Letters",3.136
13349,4,4,"F",1,0,3.35,1210,"Business & Economics",2.532
13354,6,6,"F",1,0,3.83,1210,"Math & Science",3.202
13358,7,7,"M",1,0,3.86,1110,"Business & Economics",2.992
13364,6,4,"M",1,0,3.67,1410,"Math & Science",3.173
13402,6,4,"M",0,1,3.5,1060,"Arts & Letters",2.674
13403,7,7,"F",0,1,3.46,1410,"Business & Economics",3.085
13408,6,3,"M",0,0,3.1,970,"Business & Economics",2.668
13409,7,7,"M",1,0,3.95,1340,"Business & Economics",3.727
13431,6,3,"M",1,0,4,1310,"Business & Economics",3.586
13467,6,6,"F",1,0,3.58,1210,"Business & Economics",3.133
13483,6,6,"M",0,0,3.33,1220,"Arts & Letters",3.046
13484,6,7,"F",1,0,4.04,1350,"Math & Science",2.858
13501,4,7,"F",0,0,3.93,1220,"Arts & Letters",3.308
13507,7,7,"F",1,0,4.16,1250,"Arts & Letters",3.7
13517,2,6,"F",0,1,3.86,1270,"Math & Science",3.691
13519,5,4,"F",0,1,3.41,1250,"Business & Economics",3.234
13530,5,7,"M",0,0,3.79,1330,"Business & Economics",2.781
13548,6,6,"F",1,0,4.27,1260,"Arts & Letters",3.785
13560,6,6,"F",1,0,3.03,1240,"Arts & Letters",2.642
13568,7,7,"M",1,0,4.08,1310,"Math & Science",3.709
13594,5,5,"F",0,0,3.36,1090,"Arts & Letters",2.389
13612,3,7,"F",0,1,3.68,1310,"Business & Economics",3.21
13628,4,4,"F",1,0,4.05,1380,"Business & Economics",3.057
13636,6,4,"F",1,0,3.8,1260,"Math & Science",2.821
13639,1,1,"F",0,0,3.45,1090,"Math & Science",2.587
13664,2,2,"F",1,0,3.5,1120,"Arts & Letters",2.586
13671,6,6,"M",0,1,3.46,1400,"Arts & Letters",3.128
13726,6,7,"F",0,0,3.54,1260,"Arts & Letters",3.051
13753,7,7,"M",0,1,3.45,1380,"Arts & Letters",3.667
13754,3,3,"M",0,0,3.19,1080,"Math & Science",2.304
13763,7,4,"M",0,0,3.83,1470,"Math & Science",3.493
13768,7,6,"M",1,0,3.59,1190,"Arts & Letters",3.017
13772,7,6,"M",1,0,3.57,1210,"Math & Science",2.1
13788,7,7,"F",0,1,4.3,1410,"Business & Economics",3.872
13807,7,6,"F",0,1,3.54,1340,"Arts & Letters",3.301
13847,2,4,"F",0,1,4,1210,"Math & Science",2.814
13863,7,7,"F",0,0,4.25,1170,"Math & Science",3.026
13873,6,6,"F",0,0,3.55,1110,"Arts & Letters",3.288
13888,6,6,"M",1,0,3.59,1210,"Arts & Letters",2.123
13920,6,6,"M",0,1,3.67,1350,"Business & Economics",2.898
13947,6,5,"M",0,0,3.25,1070,"Arts & Letters",2.381
13979,5,6,"M",1,0,3.19,1130,"Arts & Letters",2.738
13981,6,4,"F",0,0,4.16,1340,"Business & Economics",3.833
13994,6,7,"M",1,0,4.05,1250,"Math & Science",2.433
13998,4,6,"M",0,1,3.5,1120,"Math & Science",0.717
14010,6,2,"F",1,0,3.73,1260,"Math & Science",3.492
14022,7,7,"M",0,1,4.3,1550,"Math & Science",3.618
14037,4,4,"M",0,1,3.82,1440,"Business & Economics",3.28
14046,3,3,"F",1,0,4.33,1340,"Arts & Letters",3.833
14048,6,6,"F",1,0,3.84,1400,"Arts & Letters",3.252
14073,6,3,"M",1,0,4,1040,"Arts & Letters",3.03
14079,1,1,"F",0,0,3.64,920,"Math & Science",2.845
14114,6,4,"F",1,0,4,1280,"Math & Science",2.773
14119,7,4,"F",0,0,4.08,1350,"Math & Science",2.966
14153,2,2,"M",0,1,3.06,1110,"Math & Science",2.704
14186,4,4,"F",1,0,3.88,1360,"Arts & Letters",3.146
14206,7,7,"M",1,0,3.86,1370,"Math & Science",2.886
14218,7,6,"M",0,0,3.2,1180,"Arts & Letters",2.395
14219,5,3,"M",1,0,3.28,1240,"Arts & Letters",2.571
14228,2,2,"F",1,0,3.62,1080,"Arts & Letters",1.792
14287,6,4,"F",1,0,3.83,1070,"Business & Economics",2.736
14350,7,6,"F",1,0,3.68,1390,"Arts & Letters",3.56
14356,6,6,"M",0,0,3.59,1470,"Business & Economics",2.844
14368,4,3,"F",1,0,3.53,960,"Math & Science",2.365
14371,3,3,"M",1,0,3.64,1260,"Business & Economics",2.051
14381,7,7,"F",1,0,3.69,1230,"Arts & Letters",3.429
14403,2,3,"M",0,1,3.86,1160,"Business & Economics",3.122
14425,6,6,"F",1,0,3.91,1190,"Arts & Letters",3.507
14446,7,6,"F",1,0,4.04,1200,"Math & Science",2.655
14450,6,3,"M",1,0,3.43,1100,"Arts & Letters",3.155
14474,5,7,"F",0,0,3.8,1250,"Arts & Letters",3.596
14486,7,4,"F",1,0,4.14,1220,"Business & Economics",3.475
14521,2,2,"M",0,1,3.96,1430,"Business & Economics",2.192
14524,6,6,"F",0,0,3.32,1120,"Arts & Letters",2.991
14540,6,6,"M",0,0,3.67,1340,"Arts & Letters",2.757
14547,6,6,"F",0,0,3.75,1410,"Math & Science",3.069
14572,4,5,"F",1,0,4.13,1390,"Math & Science",3.183
14588,4,4,"M",0,0,2.6,860,"Business & Economics",2.525
14627,6,2,"F",1,0,3.96,1330,"Business & Economics",3.329
14657,6,4,"F",0,1,4.31,1280,"Math & Science",3.021
14711,6,6,"M",0,1,3.68,1300,"Business & Economics",2.957
14764,3,4,"F",0,1,3.3,1100,"Math & Science",3.149
14779,6,4,"F",1,0,3.75,1060,"Arts & Letters",2.679
14791,6,6,"F",1,0,3.95,1290,"Arts & Letters",3.472
14829,6,6,"M",1,0,3.8,1230,"Business & Economics",3.22
14830,6,6,"F",0,1,4.25,1270,"Arts & Letters",3.855
14847,7,3,"M",0,0,3.39,1200,"Business & Economics",1.844
14876,5,6,"F",1,0,3.64,1080,"Arts & Letters",3.584
14896,6,6,"F",1,0,4.05,1240,"Arts & Letters",3.473
14915,6,4,"F",1,0,3.44,1230,"Math & Science",3.306
14943,6,4,"F",1,0,3.81,1070,"Arts & Letters",2.327
14956,7,7,"M",1,0,3.04,1050,"Arts & Letters",3.006
14967,6,6,"F",1,0,4,1260,"Math & Science",1.9
14982,6,6,"M",1,0,3.6,1020,"Business & Economics",1.678
15036,3,4,"F",0,0,3.58,1110,"Arts & Letters",2.784
15047,6,6,"F",0,1,3.55,1180,"Arts & Letters",3.328
15059,6,6,"F",1,0,3.71,1270,"Business & Economics",3.476
15063,7,3,"F",1,0,3.96,1350,"Arts & Letters",3.626
15082,3,4,"M",1,0,4,1440,"Arts & Letters",3.689
15121,6,4,"M",1,0,3.83,1220,"Business & Economics",1.182
15172,6,5,"M",1,0,4.09,1470,"Math & Science",3.204
15219,6,6,"F",1,0,4.3,1450,"Business & Economics",3.6
15228,4,5,"F",0,0,4.07,1270,"Math & Science",3.685
15256,5,6,"M",0,1,3.82,1330,"Business & Economics",3.237
15258,7,7,"F",1,0,3.07,1150,"Math & Science",3.161
15259,6,7,"F",0,1,4.25,1230,"Math & Science",3.305
15260,6,7,"F",1,0,4,1120,"Math & Science",2.97
15271,4,3,"M",1,0,4.26,1300,"Business & Economics",3.912
15290,7,4,"M",0,0,3.5,1190,"Business & Economics",2.466
15294,2,6,"M",0,0,3.73,990,"Arts & Letters",1.338
15306,7,7,"M",1,0,3.74,1270,"Business & Economics",2.72
15311,6,6,"F",1,0,4.05,1210,"Math & Science",3.757
15330,7,7,"F",0,0,3.96,990,"Arts & Letters",2.814
15368,6,6,"F",0,0,3.65,1190,"Math & Science",2.993
15384,1,1,"M",0,1,3.45,1160,"Business & Economics",2.212
15423,1,1,"F",0,1,3.87,1170,"Business & Economics",2.725
15434,6,6,"F",1,0,4.32,1370,"Math & Science",3.859
15459,6,6,"F",0,1,3.86,1140,"Math & Science",3.75
15463,3,4,"F",1,0,3.62,980,"Business & Economics",1.941
15476,6,6,"M",0,1,3.56,1350,"Business & Economics",2.784
15495,4,4,"F",0,1,3.58,1120,"Arts & Letters",3.028
15507,6,6,"F",0,0,3.37,1100,"Arts & Letters",2.734
15519,7,6,"M",1,0,3.86,1230,"Business & Economics",3.748
15560,7,4,"F",1,0,4.08,1350,"Arts & Letters",3.374
15561,3,3,"F",0,0,4.08,1100,"Business & Economics",2.977
15581,6,6,"M",1,0,3.77,1200,"Business & Economics",2.806
15590,6,4,"M",1,0,3.95,1370,"Business & Economics",2.472
15608,6,4,"M",1,0,3.57,1280,"Math & Science",3.25
15614,7,5,"F",0,0,4.25,1350,"Arts & Letters",3.783
15669,1,1,"F",0,1,4.14,910,"Math & Science",2.681
15671,6,6,"M",0,0,3.5,1120,"Business & Economics",2.108
15683,7,6,"F",1,0,3.71,1150,"Arts & Letters",3.188
15684,6,5,"F",1,0,4.16,1040,"Arts & Letters",3.205
15708,4,4,"F",1,0,4,1090,"Math & Science",3.076
15711,5,6,"M",1,0,4.05,1150,"Math & Science",3.22
15735,7,7,"M",0,0,3.13,1210,"Math & Science",3.522
15737,4,4,"M",0,0,4.09,1040,"Math & Science",2.352
15747,7,5,"F",1,0,4.21,1370,"Arts & Letters",3.719
15761,6,6,"F",1,0,3.88,1190,"Business & Economics",3.094
15771,7,6,"M",0,0,3.45,1270,"Business & Economics",2.649
15791,7,4,"F",1,0,4.15,1110,"Math & Science",1.72
15808,3,4,"F",1,0,4.35,1340,"Arts & Letters",3.361
15825,2,4,"M",1,0,3.81,1340,"Business & Economics",3.074
15837,6,4,"M",0,0,4.04,1330,"Math & Science",3.38
15885,6,6,"F",0,1,3.64,1180,"Arts & Letters",2.474
15903,6,5,"F",0,1,3.96,1370,"Business & Economics",3.555
15914,7,7,"M",1,0,4,1120,"Business & Economics",2.647
15926,2,4,"F",0,0,3.86,900,"Business & Economics",2.802
15932,6,4,"M",1,0,3.78,1240,"Business & Economics",2.981
15971,4,6,"M",1,0,3.85,1340,"Math & Science",2.736
15974,7,4,"M",1,0,4.25,1180,"Business & Economics",3.195
16038,6,6,"F",1,0,3.83,1170,"Arts & Letters",3.338
16094,7,6,"M",1,0,3.77,1210,"Math & Science",2.836
16139,1,1,"M",0,1,3.55,1220,"Business & Economics",2.045
16173,6,3,"M",1,0,4,1550,"Business & Economics",3.46
16200,7,5,"F",1,0,3.97,1400,"Business & Economics",3.704
16252,4,6,"M",1,0,3.45,1330,"Math & Science",2.07
16296,4,4,"M",0,0,3.23,880,"Arts & Letters",2.695
16321,6,5,"M",1,0,3.92,1350,"Business & Economics",3.336
16378,5,3,"M",1,0,3.83,1430,"Business & Economics",3.096
16388,6,4,"F",1,0,4.36,1400,"Arts & Letters",3.806
16438,6,4,"F",1,0,4.32,1480,"Math & Science",3.528
16439,4,4,"F",1,0,3.35,1150,"Math & Science",3.17
16462,4,1,"F",0,0,3.83,1060,"Business & Economics",2.728
16473,7,7,"F",0,0,3.54,990,"Math & Science",2.974
16484,7,3,"M",1,0,4.04,1200,"Math & Science",3.363
16493,7,7,"F",1,0,4.07,1420,"Math & Science",3.832
16507,7,4,"F",0,0,3.8,960,"Math & Science",0.94
16544,7,7,"M",1,0,3.72,1270,"Math & Science",3.445
16565,6,4,"M",1,0,3.74,1450,"Math & Science",2.66
16573,2,2,"F",0,0,3.67,1070,"Business & Economics",2.699
16582,3,3,"F",1,0,3.2,1140,"Math & Science",2.755
16607,7,7,"M",0,0,3.41,1160,"Math & Science",0.891
16621,1,1,"F",0,1,3.57,1170,"Business & Economics",1.515
16662,6,4,"M",1,0,3.95,1150,"Business & Economics",3.366
16676,4,3,"M",1,0,3.46,1260,"Arts & Letters",2.176
16713,1,1,"F",0,0,3.5,1030,"Arts & Letters",0.889
16714,6,6,"F",0,0,3.82,1270,"Business & Economics",3.245
16739,5,6,"M",1,0,3.73,1290,"Business & Economics",2.872
16752,6,4,"F",1,0,3.92,1220,"Arts & Letters",3.574
16754,6,5,"F",1,0,3.45,1220,"Arts & Letters",2.759
16759,4,3,"M",0,1,3.5,1160,"Business & Economics",2.859
16766,4,7,"M",0,0,3.09,1510,"Math & Science",2.961
16777,7,4,"M",0,0,4,1410,"Math & Science",3.079
16785,1,6,"F",0,0,4,1040,"Math & Science",2.33
16786,3,3,"M",1,0,4.11,1390,"Math & Science",3.523
16810,4,3,"F",0,1,3.54,1340,"Business & Economics",3.172
16814,2,2,"F",0,1,3.5,1410,"Math & Science",2.733
16855,6,3,"M",0,0,3.94,1210,"Business & Economics",3.568
16864,6,5,"M",1,0,3.91,1260,"Arts & Letters",3.207
16906,4,4,"F",0,0,3.8,900,"Math & Science",1.857
17068,7,3,"M",1,0,4.12,1120,"Math & Science",2.557
17142,7,3,"M",0,0,3.7,1250,"Math & Science",2.288
17231,7,6,"M",0,1,3.75,1170,"Business & Economics",3.065
17243,6,7,"M",0,0,3.55,1240,"Arts & Letters",2.953
17265,4,5,"M",0,0,3.08,950,"Business & Economics",2.09
17281,4,4,"F",0,0,3.71,1200,"Arts & Letters",3.268
17318,6,6,"F",0,0,3.91,1360,"Arts & Letters",3.854
17329,7,7,"F",1,0,3.8,1120,"Math & Science",3.338
17330,4,4,"M",0,0,3.28,1090,"Business & Economics",2.552
17331,2,5,"M",0,0,2.8,1010,"Arts & Letters",2.555
17333,7,4,"M",1,0,3.04,1130,"Business & Economics",3.296
17334,4,6,"M",1,0,2.8,1210,"Math & Science",1.578
17335,7,6,"M",0,0,3.42,1000,"Math & Science",1.947
17338,7,6,"M",1,0,3.05,1130,"Business & Economics",2.939
